"orderDate";"productName";"Quantitysold";"quantityInStock";"productLine";"rang_pdts";"taux_ecoulement_stock"
"2022-12-11";"1970 Triumph Spitfire";27.0;555;"Classic Cars";1935;0.05
"2022-12-11";"The Titanic";27.0;196;"Ships";1935;0.14
"2022-12-11";"1969 Corvair Monza";24.0;691;"Classic Cars";2211;0.03
"2022-12-11";"HMS Bounty";24.0;350;"Ships";2211;0.07
"2022-12-11";"The Schooner Bluenose";23.0;190;"Ships";2296;0.12
"2022-12-11";"1941 Chevrolet Special Deluxe Cabriolet";22.0;238;"Vintage Cars";2370;0.09
"2022-12-11";"1940 Ford Delivery Sedan";22.0;662;"Vintage Cars";2370;0.03
"2022-12-12";"1900s Vintage Bi-Plane";48.0;594;"Planes";163;0.08
"2022-12-12";"Corsair F4U ( Bird Cage)";43.0;681;"Planes";589;0.06
"2022-12-12";"1980s Black Hawk Helicopter";42.0;533;"Planes";670;0.08
"2022-12-12";"America West Airlines B757-200";42.0;965;"Planes";670;0.04
"2022-12-12";"American Airlines: MD-11S";40.0;882;"Planes";835;0.05
"2022-12-12";"1937 Horch 930V Limousine";27.0;290;"Vintage Cars";1935;0.09
"2022-12-16";"2003 Harley-Davidson Eagle Drag Bike";49.0;558;"Motorcycles";77;0.09
"2022-12-16";"American Airlines: B767-300";48.0;584;"Planes";163;0.08
"2022-12-16";"1900s Vintage Tri-Plane";39.0;276;"Planes";915;0.14
"2022-12-16";"ATA: B757-300";39.0;711;"Planes";915;0.05
"2022-12-16";"1997 BMW R 1100 S";39.0;700;"Motorcycles";915;0.06
"2022-12-16";"F/A 18 Hornet 1/72";38.0;55;"Planes";997;0.69
"2022-12-16";"1997 BMW F650 ST";35.0;18;"Motorcycles";1234;1.94
"2022-12-16";"1928 British Royal Navy Airplane";33.0;363;"Planes";1409;0.09
"2022-12-16";"1936 Harley Davidson El Knucklehead";30.0;436;"Motorcycles";1688;0.07
"2022-12-16";"1930 Buick Marquette Phaeton";29.0;706;"Vintage Cars";1763;0.04
"2022-12-16";"P-51-D Mustang";28.0;99;"Planes";1857;0.28
"2022-12-16";"1928 Ford Phaeton Deluxe";27.0;14;"Vintage Cars";1935;1.93
"2022-12-16";"2002 Suzuki XREO";25.0;1000;"Motorcycles";2119;0.03
"2022-12-16";"1960 BSA Gold Star DBD34";25.0;2;"Motorcycles";2119;12.5
"2022-12-16";"1996 Moto Guzzi 1100i";24.0;663;"Motorcycles";2211;0.04
"2022-12-16";"1969 Harley Davidson Ultimate Chopper";22.0;793;"Motorcycles";2370;0.03
"2022-12-17";"1982 Ducati 900 Monster";50.0;684;"Motorcycles";12;0.07
"2022-12-17";"1961 Chevrolet Impala";50.0;787;"Classic Cars";12;0.06
"2022-12-17";"1992 Ferrari 360 Spider red";48.0;835;"Classic Cars";163;0.06
"2022-12-17";"2002 Chevy Corvette";48.0;945;"Classic Cars";163;0.05
"2022-12-17";"1969 Dodge Charger";47.0;732;"Classic Cars";256;0.06
"2022-12-17";"1956 Porsche 356A Coupe";47.0;660;"Classic Cars";256;0.07
"2022-12-17";"1949 Jaguar XK 120";47.0;235;"Classic Cars";256;0.2
"2022-12-17";"1948 Porsche 356-A Roadster";45.0;883;"Classic Cars";416;0.05
"2022-12-17";"1957 Ford Thunderbird";45.0;321;"Classic Cars";416;0.14
"2022-12-17";"1966 Shelby Cobra 427 S/C";45.0;820;"Classic Cars";416;0.05
"2022-12-17";"1970 Plymouth Hemi Cuda";44.0;566;"Classic Cars";502;0.08
"2022-12-17";"1957 Corvette Convertible";43.0;125;"Classic Cars";589;0.34
"2022-12-17";"1993 Mazda RX-7";42.0;398;"Classic Cars";670;0.11
"2022-12-17";"1952 Citroen-15CV";42.0;145;"Classic Cars";670;0.29
"2022-12-17";"2002 Yamaha YZR M1";40.0;60;"Motorcycles";835;0.67
"2022-12-17";"1965 Aston Martin DB5";40.0;904;"Classic Cars";835;0.04
"2022-12-17";"1969 Chevrolet Camaro Z28";40.0;470;"Classic Cars";835;0.09
"2022-12-17";"1936 Mercedes Benz 500k Roadster";39.0;208;"Vintage Cars";915;0.19
"2022-12-17";"1995 Honda Civic";38.0;977;"Classic Cars";997;0.04
"2022-12-17";"1948 Porsche Type 356 Roadster";35.0;899;"Classic Cars";1234;0.04
"2022-12-17";"1971 Alpine Renault 1600s";34.0;800;"Classic Cars";1301;0.04
"2022-12-17";"1969 Dodge Super Bee";33.0;192;"Classic Cars";1409;0.17
"2022-12-17";"1917 Grand Touring Sedan";33.0;272;"Vintage Cars";1409;0.12
"2022-12-17";"1976 Ford Gran Torino";32.0;913;"Classic Cars";1503;0.04
"2022-12-17";"1974 Ducati 350 Mk3 Desmo";31.0;334;"Motorcycles";1589;0.09
"2022-12-17";"1957 Vespa GS150";30.0;769;"Motorcycles";1688;0.04
"2022-12-17";"1932 Alfa Romeo 8C2300 Spider Sport";29.0;655;"Vintage Cars";1763;0.04
"2022-12-17";"1982 Ducati 996 R";27.0;924;"Motorcycles";1935;0.03
"2022-12-17";"1999 Indy 500 Monte Carlo SS";27.0;816;"Classic Cars";1935;0.03
"2022-12-17";"1932 Model A Ford J-Coupe";26.0;935;"Vintage Cars";2031;0.03
"2022-12-17";"1911 Ford Town Car";23.0;54;"Vintage Cars";2296;0.43
"2022-12-17";"1982 Lamborghini Diablo";21.0;772;"Classic Cars";2458;0.03
"2022-12-17";"1968 Ford Mustang";20.0;7;"Classic Cars";2556;2.86
"2022-12-17";"1968 Dodge Charger";20.0;912;"Classic Cars";2556;0.02
"2022-12-17";"1970 Chevy Chevelle SS 454";20.0;101;"Classic Cars";2556;0.2
"2022-12-18";"1936 Mercedes-Benz 500K Special Roadster";48.0;864;"Vintage Cars";163;0.06
"2022-12-18";"1928 Mercedes-Benz SSK";40.0;55;"Vintage Cars";835;0.73
"2022-12-18";"1937 Lincoln Berline";36.0;869;"Vintage Cars";1154;0.04
"2022-12-18";"1939 Chevrolet Deluxe Coupe";32.0;733;"Vintage Cars";1503;0.04
"2022-12-18";"1938 Cadillac V-16 Presidential Limousine";24.0;285;"Vintage Cars";2211;0.08
"2022-12-20";"1952 Alpine Renault 1300";47.0;731;"Classic Cars";256;0.06
"2022-12-20";"1913 Ford Model T Speedster";37.0;419;"Vintage Cars";1082;0.09
"2022-12-20";"1996 Peterbilt 379 Stake Bed with Outrigger";36.0;81;"Trucks and Buses";1154;0.44
"2022-12-20";"1940 Ford Pickup Truck";34.0;261;"Trucks and Buses";1301;0.13
"2022-12-20";"1936 Chrysler Airflow";33.0;471;"Vintage Cars";1409;0.07
"2022-12-20";"1982 Camaro Z28";33.0;693;"Classic Cars";1409;0.05
"2022-12-20";"18th Century Vintage Horse Carriage";30.0;599;"Vintage Cars";1688;0.05
"2022-12-20";"1958 Setra Bus";28.0;158;"Trucks and Buses";1857;0.18
"2022-12-20";"1934 Ford V8 Coupe";28.0;565;"Vintage Cars";1857;0.05
"2022-12-20";"1917 Maxwell Touring Car";28.0;791;"Vintage Cars";1857;0.04
"2022-12-20";"1939 Cadillac Limousine";21.0;665;"Vintage Cars";2458;0.03
"2022-12-24";"1970 Dodge Coronet";49.0;407;"Classic Cars";77;0.12
"2022-12-24";"1980’s GM Manhattan Express";49.0;510;"Trucks and Buses";77;0.1
"2022-12-24";"1940s Ford truck";47.0;313;"Trucks and Buses";256;0.15
"2022-12-24";"1962 Volkswagen Microbus";46.0;233;"Trucks and Buses";320;0.2
"2022-12-24";"1950's Chicago Surface Lines Streetcar";45.0;860;"Trains";416;0.05
"2022-12-24";"1998 Chrysler Plymouth Prowler";44.0;472;"Classic Cars";502;0.09
"2022-12-24";"1964 Mercedes Tour Bus";43.0;826;"Trucks and Buses";589;0.05
"2022-12-24";"1958 Chevy Corvette Limited Edition";42.0;254;"Classic Cars";670;0.17
"2022-12-24";"1970 Triumph Spitfire";40.0;555;"Classic Cars";835;0.07
"2022-12-24";"1926 Ford Fire Engine";37.0;202;"Trucks and Buses";1082;0.18
"2022-12-24";"1957 Chevy Pickup";34.0;613;"Trucks and Buses";1301;0.06
"2022-12-24";"1962 LanciaA Delta 16V";31.0;679;"Classic Cars";1589;0.05
"2022-12-24";"1992 Porsche Cayenne Turbo Silver";28.0;658;"Classic Cars";1857;0.04
"2022-12-24";"Diamond T620 Semi-Skirted Tanker";28.0;102;"Trucks and Buses";1857;0.27
"2022-12-24";"1954 Greyhound Scenicruiser";27.0;287;"Trucks and Buses";1935;0.09
"2022-12-24";"1992 Ferrari 360 Spider red";25.0;835;"Classic Cars";2119;0.03
"2023-01-17";"Collectable Wooden Train";48.0;645;"Trains";163;0.07
"2023-01-17";"2001 Ferrari Enzo";46.0;362;"Classic Cars";320;0.13
"2023-01-17";"The USS Constitution Ship";46.0;708;"Ships";320;0.06
"2023-01-17";"1904 Buick Runabout";45.0;829;"Vintage Cars";416;0.05
"2023-01-17";"Pont Yacht";42.0;41;"Ships";670;1.02
"2023-01-17";"The Mayflower";40.0;74;"Ships";835;0.54
"2023-01-17";"The Schooner Bluenose";38.0;190;"Ships";997;0.2
"2023-01-17";"The Titanic";37.0;196;"Ships";1082;0.19
"2023-01-17";"18th century schooner";35.0;190;"Ships";1234;0.18
"2023-01-17";"The Queen Mary";33.0;509;"Ships";1409;0.06
"2023-01-17";"1962 City of Detroit Streetcar";30.0;165;"Trains";1688;0.18
"2023-01-17";"1969 Corvair Monza";26.0;691;"Classic Cars";2031;0.04
"2023-01-17";"1903 Ford Model A";24.0;391;"Vintage Cars";2211;0.06
"2023-01-17";"1969 Ford Falcon";20.0;105;"Classic Cars";2556;0.19
"2023-01-17";"1912 Ford Model T Delivery Wagon";20.0;917;"Vintage Cars";2556;0.02
"2023-01-24";"Boeing X-32A JSF";48.0;486;"Planes";163;0.1
"2023-01-24";"1900s Vintage Bi-Plane";43.0;594;"Planes";589;0.07
"2023-01-24";"1972 Alfa Romeo GTA";39.0;325;"Classic Cars";915;0.12
"2023-01-24";"1937 Horch 930V Limousine";36.0;290;"Vintage Cars";1154;0.12
"2023-01-24";"HMS Bounty";33.0;350;"Ships";1409;0.09
"2023-01-24";"1999 Yamaha Speed Boat";28.0;426;"Ships";1857;0.07
"2023-01-24";"1940 Ford Delivery Sedan";22.0;662;"Vintage Cars";2370;0.03
"2023-01-24";"1941 Chevrolet Special Deluxe Cabriolet";20.0;238;"Vintage Cars";2556;0.08
"2023-01-27";"P-51-D Mustang";50.0;99;"Planes";12;0.51
"2023-01-27";"1997 BMW F650 ST";46.0;18;"Motorcycles";320;2.56
"2023-01-27";"1930 Buick Marquette Phaeton";43.0;706;"Vintage Cars";589;0.06
"2023-01-27";"American Airlines: MD-11S";42.0;882;"Planes";670;0.05
"2023-01-27";"1936 Harley Davidson El Knucklehead";40.0;436;"Motorcycles";835;0.09
"2023-01-27";"1900s Vintage Tri-Plane";40.0;276;"Planes";835;0.14
"2023-01-27";"1928 Ford Phaeton Deluxe";39.0;14;"Vintage Cars";915;2.79
"2023-01-27";"2003 Harley-Davidson Eagle Drag Bike";34.0;558;"Motorcycles";1301;0.06
"2023-01-27";"1980s Black Hawk Helicopter";31.0;533;"Planes";1589;0.06
"2023-01-27";"F/A 18 Hornet 1/72";31.0;55;"Planes";1589;0.56
"2023-01-27";"1960 BSA Gold Star DBD34";30.0;2;"Motorcycles";1688;15.0
"2023-01-27";"Corsair F4U ( Bird Cage)";29.0;681;"Planes";1763;0.04
"2023-01-27";"1928 British Royal Navy Airplane";27.0;363;"Planes";1935;0.07
"2023-01-27";"America West Airlines B757-200";26.0;965;"Planes";2031;0.03
"2023-01-27";"ATA: B757-300";25.0;711;"Planes";2119;0.04
"2023-01-27";"1996 Moto Guzzi 1100i";23.0;663;"Motorcycles";2296;0.03
"2023-01-27";"American Airlines: B767-300";21.0;584;"Planes";2458;0.04
"2023-01-30";"1971 Alpine Renault 1600s";48.0;800;"Classic Cars";163;0.06
"2023-01-30";"1957 Vespa GS150";46.0;769;"Motorcycles";320;0.06
"2023-01-30";"1969 Harley Davidson Ultimate Chopper";41.0;793;"Motorcycles";743;0.05
"2023-01-30";"1968 Ford Mustang";41.0;7;"Classic Cars";743;5.86
"2023-01-30";"1957 Corvette Convertible";41.0;125;"Classic Cars";743;0.33
"2023-01-30";"1982 Ducati 996 R";41.0;924;"Motorcycles";743;0.04
"2023-01-30";"2002 Yamaha YZR M1";40.0;60;"Motorcycles";835;0.67
"2023-01-30";"1974 Ducati 350 Mk3 Desmo";37.0;334;"Motorcycles";1082;0.11
"2023-01-30";"2002 Suzuki XREO";36.0;1000;"Motorcycles";1154;0.04
"2023-01-30";"1969 Dodge Super Bee";35.0;192;"Classic Cars";1234;0.18
"2023-01-30";"1970 Plymouth Hemi Cuda";28.0;566;"Classic Cars";1857;0.05
"2023-01-30";"1976 Ford Gran Torino";28.0;913;"Classic Cars";1857;0.03
"2023-01-30";"1997 BMW R 1100 S";25.0;700;"Motorcycles";2119;0.04
"2023-01-30";"1961 Chevrolet Impala";22.0;787;"Classic Cars";2370;0.03
"2023-01-30";"1982 Ducati 900 Monster";21.0;684;"Motorcycles";2458;0.03
"2023-01-31";"1956 Porsche 356A Coupe";49.0;660;"Classic Cars";77;0.07
"2023-01-31";"2002 Chevy Corvette";46.0;945;"Classic Cars";320;0.05
"2023-01-31";"1948 Porsche Type 356 Roadster";45.0;899;"Classic Cars";416;0.05
"2023-01-31";"1966 Shelby Cobra 427 S/C";45.0;820;"Classic Cars";416;0.05
"2023-01-31";"1949 Jaguar XK 120";45.0;235;"Classic Cars";416;0.19
"2023-01-31";"1995 Honda Civic";41.0;977;"Classic Cars";743;0.04
"2023-01-31";"1970 Chevy Chevelle SS 454";41.0;101;"Classic Cars";743;0.41
"2023-01-31";"1999 Indy 500 Monte Carlo SS";40.0;816;"Classic Cars";835;0.05
"2023-01-31";"1992 Ferrari 360 Spider red";40.0;835;"Classic Cars";835;0.05
"2023-01-31";"1968 Dodge Charger";39.0;912;"Classic Cars";915;0.04
"2023-01-31";"1965 Aston Martin DB5";38.0;904;"Classic Cars";997;0.04
"2023-01-31";"1982 Lamborghini Diablo";34.0;772;"Classic Cars";1301;0.04
"2023-01-31";"1969 Dodge Charger";33.0;732;"Classic Cars";1409;0.05
"2023-01-31";"1993 Mazda RX-7";29.0;398;"Classic Cars";1763;0.07
"2023-01-31";"1969 Chevrolet Camaro Z28";27.0;470;"Classic Cars";1935;0.06
"2023-01-31";"1948 Porsche 356-A Roadster";20.0;883;"Classic Cars";2556;0.02
"2023-02-06";"1932 Alfa Romeo 8C2300 Spider Sport";38.0;655;"Vintage Cars";997;0.06
"2023-02-06";"1952 Citroen-15CV";27.0;145;"Classic Cars";1935;0.19
"2023-02-06";"1957 Ford Thunderbird";25.0;321;"Classic Cars";2119;0.08
"2023-02-10";"1928 Mercedes-Benz SSK";50.0;55;"Vintage Cars";12;0.91
"2023-02-10";"1938 Cadillac V-16 Presidential Limousine";49.0;285;"Vintage Cars";77;0.17
"2023-02-10";"1936 Mercedes Benz 500k Roadster";44.0;208;"Vintage Cars";502;0.21
"2023-02-10";"1917 Grand Touring Sedan";30.0;272;"Vintage Cars";1688;0.11
"2023-02-10";"1932 Model A Ford J-Coupe";27.0;935;"Vintage Cars";1935;0.03
"2023-02-10";"1911 Ford Town Car";21.0;54;"Vintage Cars";2458;0.39
"2023-02-10";"1939 Chevrolet Deluxe Coupe";20.0;733;"Vintage Cars";2556;0.03
"2023-02-13";"1913 Ford Model T Speedster";49.0;419;"Vintage Cars";77;0.12
"2023-02-13";"18th Century Vintage Horse Carriage";49.0;599;"Vintage Cars";77;0.08
"2023-02-13";"1940 Ford Pickup Truck";46.0;261;"Trucks and Buses";320;0.18
"2023-02-13";"1939 Cadillac Limousine";46.0;665;"Vintage Cars";320;0.07
"2023-02-13";"1917 Maxwell Touring Car";41.0;791;"Vintage Cars";743;0.05
"2023-02-13";"1936 Chrysler Airflow";39.0;471;"Vintage Cars";915;0.08
"2023-02-13";"1952 Alpine Renault 1300";35.0;731;"Classic Cars";1234;0.05
"2023-02-13";"1936 Mercedes-Benz 500K Special Roadster";33.0;864;"Vintage Cars";1409;0.04
"2023-02-13";"1934 Ford V8 Coupe";31.0;565;"Vintage Cars";1589;0.05
"2023-02-13";"1937 Lincoln Berline";27.0;869;"Vintage Cars";1935;0.03
"2023-02-17";"1958 Setra Bus";43.0;158;"Trucks and Buses";589;0.27
"2023-02-19";"1962 LanciaA Delta 16V";48.0;679;"Classic Cars";163;0.07
"2023-02-19";"1996 Peterbilt 379 Stake Bed with Outrigger";39.0;81;"Trucks and Buses";915;0.48
"2023-02-19";"1940s Ford truck";38.0;313;"Trucks and Buses";997;0.12
"2023-02-19";"1926 Ford Fire Engine";35.0;202;"Trucks and Buses";1234;0.17
"2023-02-19";"1982 Camaro Z28";31.0;693;"Classic Cars";1589;0.04
"2023-02-19";"1962 Volkswagen Microbus";28.0;233;"Trucks and Buses";1857;0.12
"2023-02-19";"1980’s GM Manhattan Express";21.0;510;"Trucks and Buses";2458;0.04
"2023-02-24";"1992 Ferrari 360 Spider red";34.0;835;"Classic Cars";1301;0.04
"2023-02-24";"1964 Mercedes Tour Bus";22.0;826;"Trucks and Buses";2370;0.03
"2023-02-25";"1957 Chevy Pickup";48.0;613;"Trucks and Buses";163;0.08
"2023-02-25";"1998 Chrysler Plymouth Prowler";43.0;472;"Classic Cars";589;0.09
"2023-02-25";"1954 Greyhound Scenicruiser";35.0;287;"Trucks and Buses";1234;0.12
"2023-02-25";"1958 Chevy Corvette Limited Edition";21.0;254;"Classic Cars";2458;0.08
"2023-02-27";"1970 Triumph Spitfire";50.0;555;"Classic Cars";12;0.09
"2023-02-27";"1992 Porsche Cayenne Turbo Silver";37.0;658;"Classic Cars";1082;0.06
"2023-02-27";"Diamond T620 Semi-Skirted Tanker";37.0;102;"Trucks and Buses";1082;0.36
"2023-02-27";"2001 Ferrari Enzo";32.0;362;"Classic Cars";1503;0.09
"2023-02-27";"1969 Corvair Monza";30.0;691;"Classic Cars";1688;0.04
"2023-02-27";"1962 City of Detroit Streetcar";30.0;165;"Trains";1688;0.18
"2023-02-27";"1969 Ford Falcon";27.0;105;"Classic Cars";1935;0.26
"2023-02-27";"1970 Dodge Coronet";26.0;407;"Classic Cars";2031;0.06
"2023-02-27";"1950's Chicago Surface Lines Streetcar";20.0;860;"Trains";2556;0.02
"2023-03-05";"18th century schooner";49.0;190;"Ships";77;0.26
"2023-03-05";"1904 Buick Runabout";39.0;829;"Vintage Cars";915;0.05
"2023-03-05";"1903 Ford Model A";33.0;391;"Vintage Cars";1409;0.08
"2023-03-05";"Collectable Wooden Train";23.0;645;"Trains";2296;0.04
"2023-03-05";"The Mayflower";23.0;74;"Ships";2296;0.31
"2023-03-06";"1972 Alfa Romeo GTA";49.0;325;"Classic Cars";77;0.15
"2023-03-06";"1980s Black Hawk Helicopter";49.0;533;"Planes";77;0.09
"2023-03-06";"1999 Yamaha Speed Boat";49.0;426;"Ships";77;0.12
"2023-03-06";"Corsair F4U ( Bird Cage)";48.0;681;"Planes";163;0.07
"2023-03-06";"1912 Ford Model T Delivery Wagon";47.0;917;"Vintage Cars";256;0.05
"2023-03-06";"1940 Ford Delivery Sedan";46.0;662;"Vintage Cars";320;0.07
"2023-03-06";"1941 Chevrolet Special Deluxe Cabriolet";45.0;238;"Vintage Cars";416;0.19
"2023-03-06";"1937 Horch 930V Limousine";43.0;290;"Vintage Cars";589;0.15
"2023-03-06";"American Airlines: MD-11S";43.0;882;"Planes";589;0.05
"2023-03-06";"The Titanic";38.0;196;"Ships";997;0.19
"2023-03-06";"America West Airlines B757-200";37.0;965;"Planes";1082;0.04
"2023-03-06";"The USS Constitution Ship";36.0;708;"Ships";1154;0.05
"2023-03-06";"Pont Yacht";36.0;41;"Ships";1154;0.88
"2023-03-06";"1900s Vintage Bi-Plane";32.0;594;"Planes";1503;0.05
"2023-03-06";"The Schooner Bluenose";31.0;190;"Ships";1589;0.16
"2023-03-06";"The Queen Mary";31.0;509;"Ships";1589;0.06
"2023-03-06";"Boeing X-32A JSF";31.0;486;"Planes";1589;0.06
"2023-03-06";"HMS Bounty";26.0;350;"Ships";2031;0.07
"2023-03-07";"2003 Harley-Davidson Eagle Drag Bike";49.0;558;"Motorcycles";77;0.09
"2023-03-07";"1996 Moto Guzzi 1100i";47.0;663;"Motorcycles";256;0.07
"2023-03-07";"P-51-D Mustang";47.0;99;"Planes";256;0.47
"2023-03-07";"1930 Buick Marquette Phaeton";41.0;706;"Vintage Cars";743;0.06
"2023-03-07";"1960 BSA Gold Star DBD34";38.0;2;"Motorcycles";997;19.0
"2023-03-07";"1969 Harley Davidson Ultimate Chopper";37.0;793;"Motorcycles";1082;0.05
"2023-03-07";"1928 British Royal Navy Airplane";34.0;363;"Planes";1301;0.09
"2023-03-07";"1997 BMW R 1100 S";32.0;700;"Motorcycles";1503;0.05
"2023-03-07";"ATA: B757-300";29.0;711;"Planes";1763;0.04
"2023-03-07";"1936 Harley Davidson El Knucklehead";28.0;436;"Motorcycles";1857;0.06
"2023-03-07";"F/A 18 Hornet 1/72";26.0;55;"Planes";2031;0.47
"2023-03-07";"American Airlines: B767-300";25.0;584;"Planes";2119;0.04
"2023-03-07";"1900s Vintage Tri-Plane";23.0;276;"Planes";2296;0.08
"2023-03-07";"1997 BMW F650 ST";21.0;18;"Motorcycles";2458;1.17
"2023-03-07";"1928 Ford Phaeton Deluxe";20.0;14;"Vintage Cars";2556;1.43
"2023-03-08";"2002 Yamaha YZR M1";50.0;60;"Motorcycles";12;0.83
"2023-03-08";"2002 Suzuki XREO";43.0;1000;"Motorcycles";589;0.04
"2023-03-08";"1982 Ducati 996 R";43.0;924;"Motorcycles";589;0.05
"2023-03-08";"1957 Vespa GS150";38.0;769;"Motorcycles";997;0.05
"2023-03-08";"1982 Ducati 900 Monster";37.0;684;"Motorcycles";1082;0.05
"2023-03-08";"1974 Ducati 350 Mk3 Desmo";30.0;334;"Motorcycles";1688;0.09
"2023-03-09";"1948 Porsche 356-A Roadster";47.0;883;"Classic Cars";256;0.05
"2023-03-09";"1961 Chevrolet Impala";46.0;787;"Classic Cars";320;0.06
"2023-03-09";"1992 Ferrari 360 Spider red";43.0;835;"Classic Cars";589;0.05
"2023-03-09";"1982 Lamborghini Diablo";42.0;772;"Classic Cars";670;0.05
"2023-03-09";"1956 Porsche 356A Coupe";40.0;660;"Classic Cars";835;0.06
"2023-03-09";"1970 Plymouth Hemi Cuda";37.0;566;"Classic Cars";1082;0.07
"2023-03-09";"1969 Dodge Super Bee";37.0;192;"Classic Cars";1082;0.19
"2023-03-09";"1957 Corvette Convertible";35.0;125;"Classic Cars";1234;0.28
"2023-03-09";"1993 Mazda RX-7";32.0;398;"Classic Cars";1503;0.08
"2023-03-09";"1968 Ford Mustang";27.0;7;"Classic Cars";1935;3.86
"2023-03-09";"1976 Ford Gran Torino";27.0;913;"Classic Cars";1935;0.03
"2023-03-09";"1968 Dodge Charger";25.0;912;"Classic Cars";2119;0.03
"2023-03-09";"1971 Alpine Renault 1600s";24.0;800;"Classic Cars";2211;0.03
"2023-03-09";"1969 Dodge Charger";21.0;732;"Classic Cars";2458;0.03
"2023-03-13";"2002 Chevy Corvette";48.0;945;"Classic Cars";163;0.05
"2023-03-13";"1948 Porsche Type 356 Roadster";46.0;899;"Classic Cars";320;0.05
"2023-03-13";"1965 Aston Martin DB5";38.0;904;"Classic Cars";997;0.04
"2023-03-13";"1966 Shelby Cobra 427 S/C";36.0;820;"Classic Cars";1154;0.04
"2023-03-13";"1995 Honda Civic";24.0;977;"Classic Cars";2211;0.02
"2023-03-13";"1999 Indy 500 Monte Carlo SS";24.0;816;"Classic Cars";2211;0.03
"2023-03-13";"1970 Chevy Chevelle SS 454";21.0;101;"Classic Cars";2458;0.21
"2023-03-18";"1949 Jaguar XK 120";47.0;235;"Classic Cars";256;0.2
"2023-03-18";"1932 Model A Ford J-Coupe";46.0;935;"Vintage Cars";320;0.05
"2023-03-18";"1939 Chevrolet Deluxe Coupe";42.0;733;"Vintage Cars";670;0.06
"2023-03-18";"1969 Chevrolet Camaro Z28";40.0;470;"Classic Cars";835;0.09
"2023-03-18";"1957 Ford Thunderbird";37.0;321;"Classic Cars";1082;0.12
"2023-03-18";"1932 Alfa Romeo 8C2300 Spider Sport";34.0;655;"Vintage Cars";1301;0.05
"2023-03-18";"1917 Maxwell Touring Car";33.0;791;"Vintage Cars";1409;0.04
"2023-03-18";"1952 Citroen-15CV";33.0;145;"Classic Cars";1409;0.23
"2023-03-18";"1936 Mercedes-Benz 500K Special Roadster";31.0;864;"Vintage Cars";1589;0.04
"2023-03-18";"1928 Mercedes-Benz SSK";29.0;55;"Vintage Cars";1763;0.53
"2023-03-18";"1911 Ford Town Car";28.0;54;"Vintage Cars";1857;0.52
"2023-03-18";"1936 Mercedes Benz 500k Roadster";27.0;208;"Vintage Cars";1935;0.13
"2023-03-18";"1917 Grand Touring Sedan";26.0;272;"Vintage Cars";2031;0.1
"2023-03-18";"1937 Lincoln Berline";25.0;869;"Vintage Cars";2119;0.03
"2023-03-18";"1938 Cadillac V-16 Presidential Limousine";24.0;285;"Vintage Cars";2211;0.08
"2023-03-26";"1934 Ford V8 Coupe";45.0;565;"Vintage Cars";416;0.08
"2023-03-26";"1936 Chrysler Airflow";33.0;471;"Vintage Cars";1409;0.07
"2023-03-26";"1940 Ford Pickup Truck";32.0;261;"Trucks and Buses";1503;0.12
"2023-03-26";"18th Century Vintage Horse Carriage";31.0;599;"Vintage Cars";1589;0.05
"2023-03-26";"1952 Alpine Renault 1300";29.0;731;"Classic Cars";1763;0.04
"2023-03-26";"1913 Ford Model T Speedster";24.0;419;"Vintage Cars";2211;0.06
"2023-03-27";"1962 LanciaA Delta 16V";50.0;679;"Classic Cars";12;0.07
"2023-03-27";"1982 Camaro Z28";50.0;693;"Classic Cars";12;0.07
"2023-03-27";"1962 Volkswagen Microbus";48.0;233;"Trucks and Buses";163;0.21
"2023-03-27";"1940s Ford truck";41.0;313;"Trucks and Buses";743;0.13
"2023-03-27";"1939 Cadillac Limousine";39.0;665;"Vintage Cars";915;0.06
"2023-03-27";"1957 Chevy Pickup";36.0;613;"Trucks and Buses";1154;0.06
"2023-03-27";"1958 Chevy Corvette Limited Edition";33.0;254;"Classic Cars";1409;0.13
"2023-03-27";"1996 Peterbilt 379 Stake Bed with Outrigger";30.0;81;"Trucks and Buses";1688;0.37
"2023-03-27";"1926 Ford Fire Engine";28.0;202;"Trucks and Buses";1857;0.14
"2023-03-27";"1964 Mercedes Tour Bus";26.0;826;"Trucks and Buses";2031;0.03
"2023-03-27";"1958 Setra Bus";25.0;158;"Trucks and Buses";2119;0.16
"2023-03-27";"1980’s GM Manhattan Express";25.0;510;"Trucks and Buses";2119;0.05
"2023-03-27";"1954 Greyhound Scenicruiser";23.0;287;"Trucks and Buses";2296;0.08
